Timestamp,Price,Volume,Sell_Buy
2024-01-01 09:41:40+00:00,27.7,1476,Sell
2024-01-01 16:24:58+01:00,46.0,843,Sell
2024-01-01 04:32:59+00:00,25.32,1295,sell
2024-01-01 11:25:26+00:00,27.16,1650,sell
2024-01-01 00:03:08+01:00,55.96,882,sell
2024-01-01 16:29:11+00:00,90.64,1083,buy
2024-01-01 11:33:19+00:00,53.6,734,Buy
2024-01-01 23:02:58+00:00,35.39,461,Buy
2024-01-01 17:06:39+00:00,43.61,98,BUY
2024-01-01 00:23:37+00:00,50.54,65,BUY
2024-01-01 01:20:42+01:00,28.87,1621,Buy
2024-01-01 10:56:22+01:00,22.14,629,sell
2024-01-01 01:25:47+00:00,30.87,333,Buy
2024-01-01 15:17:34+00:00,53.07,1565,BUY
2024-01-01 16:17:58+00:00,97.55,306,buy
2024-01-01 16:57:39+01:00,94.17,804,Buy
2024-01-01 16:27:02+00:00,87.58,1753,SELL
2024-01-01 18:33:12+01:00,50.62,330,sell
2024-01-01 13:37:59+00:00,67.48,825,buy
2024-01-01 13:08:33+00:00,55.42,1528,Sell
2024-01-01 09:57:52+00:00,51.36,53,Sell
2024-01-01 16:52:54+00:00,22.28,1307,SELL
2024-01-01 01:02:45+00:00,56.03,1423,Buy
2024-01-01 22:54:13+00:00,80.12,1949,sell
2024-01-01 17:38:08+00:00,51.79,1075,BUY
2024-01-01 12:36:23+01:00,81.74,1058,sell
2024-01-01 18:01:32+00:00,36.82,411,Buy
2024-01-01 14:55:49+00:00,78.35,562,buy
2024-01-01 21:08:46+00:00,48.28,1364,Buy
2024-01-01 17:01:02+00:00,30.42,1181,Buy
2024-01-01 18:12:17+01:00,NaN,453,Sell
2024-01-01 14:22:56+00:00,46.04,1218,sell
2024-01-01 18:40:37+01:00,32.08,249,Buy
2024-01-01 14:38:12+00:00,47.04,1593,Buy
2024-01-01 21:24:08+01:00,88.88,1707,Sell
2024-01-01 11:06:52+01:00,25.87,1354,BUY
2024-01-01 17:28:54+00:00,28.24,823,Sell
2024-01-01 19:26:31+00:00,96.94,619,Sell
2024-01-01 19:04:55+00:00,34.77,619,BUY
2024-01-01 07:32:45+00:00,83.7,1637,buy
2024-01-01 16:07:50+00:00,44.24,672,buy
2024-01-01 14:04:09+00:00,95.18,1356,Buy
2024-01-01 13:07:19+00:00,61.23,758,buy
2024-01-01 00:52:18+00:00,76.23,256,buy
2024-01-01 05:06:14+00:00,80.52,160,Buy
2024-01-01 23:28:27+00:00,82.17,703,sell
2024-01-01 12:27:40+01:00,65.86,263,Sell
2024-01-01 03:31:12+01:00,63.45,465,SELL
2024-01-01 23:45:50+00:00,70.46,1541,SELL
2024-01-01 16:10:43+01:00,78.28,,Buy
2024-01-01 02:49:56+01:00,81.46,1992,BUY
2024-01-01 13:32:56+00:00,62.33,1094,buy
2024-01-01 15:17:50+00:00,98.62,978,buy
2024-01-01 17:18:12+00:00,91.3,383,SELL
2024-01-01 02:25:17+00:00,22.73,716,BUY
2024-01-01 07:24:02+00:00,37.67,77,BUY
2024-01-01 16:18:21+00:00,40.89,803,buy
2024-01-01 13:50:15+00:00,92.84,1889,Sell
2024-01-01 08:47:23+00:00,96.04,1163,buy
2024-01-01 01:22:48+00:00,73.06,1477,Buy
2024-01-01 06:39:16+01:00,45.47,1546,BUY
2024-01-01 00:27:19+00:00,54.17,1075,SELL
2024-01-01 01:01:12+00:00,50.33,754,buy
2024-01-01 01:40:29+00:00,76.12,418,buy
2024-01-01 13:23:37+00:00,42.91,1757,buy
2024-01-01 04:54:30+01:00,80.1,1419,BUY
2024-01-01 18:48:44+00:00,39.83,223,BUY
2024-01-01 22:30:42+00:00,99.75,153,Buy
2024-01-01 20:22:20+00:00,60.27,1487,buy
2024-01-01 22:22:59+01:00,91.19,1317,SELL
2024-01-01 06:39:39+01:00,24.0,1936,sell
2024-01-01 05:54:55+00:00,51.05,1516,Buy
2024-01-01 08:17:47+00:00,25.18,1674,SELL
2024-01-01 13:38:25+01:00,33.1,1950,Sell
2024-01-01 18:24:14+01:00,75.58,1049,sell
2024-01-01 15:28:04+00:00,55.99,1602,Buy
2024-01-01 22:06:03+00:00,41.96,425,SELL
2024-01-01 06:39:42+00:00,56.35,1347,SELL
2024-01-01 11:11:06+00:00,66.21,472,Buy
2024-01-01 07:55:31+00:00,51.01,1571,BUY
2024-01-01 20:00:21+00:00,22.07,1439,buy
2024-01-01 15:49:21+00:00,53.27,637,BUY
2024-01-01 07:40:16+00:00,82.39,756,SELL
2024-01-01 09:51:43+00:00,56.41,137,Sell
2024-01-01 02:57:51+00:00,75.96,797,BUY
2024-01-01 08:44:18+00:00,39.08,1366,Buy
2024-01-01 23:41:36+00:00,36.58,721,Sell
2024-01-01 22:57:34+00:00,3079.55,1061,BUY
2024-01-01 07:17:27+00:00,58.77,832,Buy
2024-01-01 21:44:26+01:00,54.05,578,BUY
2024-01-01 02:19:47+00:00,,852,Sell
2024-01-01 09:25:24+00:00,29.61,1816,SELL
2024-01-01 08:38:11+00:00,72,1114,BUY
2024-01-01 00:40:11+00:00,88.57,1238,buy
2024-01-01 02:12:40+00:00,63.34,1358,BUY
2024-01-01 11:21:14+00:00,48.55,985,Sell
2024-01-01 12:27:36+00:00,NaN,716,buy
2024-01-01 03:56:12+00:00,99.26,18391,BUY
2024-01-01 23:46:54+00:00,38.13,1216,SELL
2024-01-01 19:14:34+00:00,81.77,309,Sell
2024-01-01 18:46:00+01:00,38.32,1705,Sell
2024-01-01 11:37:40+00:00,74.55,583,BUY
2024-01-01 06:45:19+00:00,41.36,967,buy
2024-01-01 04:04:42+00:00,52.46,1188,Sell
2024-01-01 10:06:02+00:00,63.58,1924,SELL
2024-01-01 13:24:58+00:00,90.95,106,Buy
2024-01-01 13:44:52+00:00,35.71,1759,Buy
2024-01-01 00:36:26+01:00,79.99,1266,sell
2024-01-01 22:07:40+00:00,74.16,108,sell
2024-01-01 09:08:38+01:00,86.86,1252,buy
2024-01-01 02:19:26+01:00,81.38,1944,Sell
2024-01-01 10:47:07+01:00,26.86,1994,buy
2024-01-01 10:02:58+00:00,95.48,1190,Sell
2024-01-01 11:52:53+00:00,42.25,1124,buy
2024-01-01 02:41:37+00:00,22.66,1145,sell
2024-01-01 20:21:34+00:00,95,357,SELL
2024-01-01 14:54:28+00:00,41.92,1248,Sell
2024-01-01 02:23:25+00:00,75.24,802,BUY
2024-01-01 20:45:54+00:00,40.49,516,Sell
2024-01-01 04:46:00+00:00,80.68,140,buy
2024-01-01 18:10:30+01:00,55.28,192,SELL
2024-01-01 16:49:50+01:00,76.2,1716,BUY
2024-01-01 13:00:52+00:00,23.23,,Buy
2024-01-01 08:25:43+00:00,35.57,246,Sell
2024-01-01 16:16:23+00:00,94.21,449,Buy
2024-01-01 22:46:42+00:00,29.98,1018,SELL
2024-01-01 23:00:42+00:00,48.38,1930,SELL
2024-01-01 20:30:00+00:00,56.36,1400,buy
2024-01-01 15:24:26+00:00,61.79,1883,BUY
2024-01-01 11:45:35+01:00,67.12,1563,Buy
2024-01-01 04:38:32+00:00,56.64,1281,BUY
2024-01-01 18:14:45+00:00,24.66,1769,SELL
2024-01-01 20:11:57+00:00,43.58,1538,sell
2024-01-01 15:07:00+00:00,42.45,350,Sell
2024-01-01 06:11:06+00:00,36.43,1200,SELL
2024-01-01 10:07:45+00:00,46.89,765,Sell
2024-01-01 08:44:40+00:00,57.8,1547,buy
2024-01-01 21:11:28+00:00,20.44,1201,BUY
2024-01-01 00:05:40+00:00,,566,sell
2024-01-01 05:48:53+00:00,21.89,810,buy
2024-01-01 18:00:58+01:00,29.34,,Buy
2024-01-01 05:19:56+00:00,91.16,927,Sell
2024-01-01 05:21:56+01:00,40.6,697,SELL
2024-01-01 10:56:15+00:00,39.66,643,BUY
2024-01-01 07:30:24+00:00,54.48,1513,Sell
2024-01-01 19:18:46+00:00,75.38,928,Sell
2024-01-01 22:13:47+01:00,37.68,1883,Sell
2024-01-01 18:40:27+00:00,56.87,1760,Buy
2024-01-01 12:49:51+00:00,54.98,,sell
2024-01-01 07:48:49+00:00,60.35,1167,sell
2024-01-01 06:35:06+00:00,93.75,1364,buy
2024-01-01 03:28:08+00:00,84.04,1445,buy
2024-01-01 15:13:58+00:00,74.05,1547,BUY
2024-01-01 22:21:38+00:00,45.58,1965,buy
2024-01-01 21:04:58+00:00,61.31,1814,buy
2024-01-01 06:48:36+00:00,37.27,632,BUY
2024-01-01 07:23:23+01:00,26.75,619,SELL
2024-01-01 16:54:02+01:00,59.39,931,buy
2024-01-01 10:11:01+00:00,76.8,646,sell
2024-01-01 22:36:26+00:00,82.47,941,SELL
2024-01-01 05:24:49+00:00,71.44,151,sell
2024-01-01 18:26:39+00:00,79.45,1355,sell
2024-01-01 22:31:31+00:00,29.33,1037,Sell
2024-01-01 09:19:55+01:00,85.67,564,buy
2024-01-01 13:16:16+00:00,68.48,450,buy
2024-01-01 14:11:07+00:00,71.18,1692,Buy
2024-01-01 07:44:58+00:00,98.09,793,BUY
2024-01-01 08:43:46+00:00,76.27,213,Sell
2024-01-01 22:51:34+00:00,62.2,1691,sell
2024-01-01 14:16:07+00:00,60.18,1697,buy
2024-01-01 17:00:19+00:00,67.52,856,buy
2024-01-01 00:10:55+00:00,58.81,NaN,SELL
2024-01-01 02:33:58+01:00,31.37,1218,Buy
2024-01-01 17:51:34+00:00,49.27,1629,Sell
2024-01-01 00:21:59+01:00,50.29,1934,sell
2024-01-01 03:32:12+00:00,NaN,826,Sell
2024-01-01 19:54:47+00:00,57.47,656,buy
2024-01-01 13:57:37+00:00,29.71,862,buy
2024-01-01 22:27:07+00:00,60.44,1563,BUY
2024-01-01 19:19:09+01:00,81.92,1285,Sell
2024-01-01 21:18:28+01:00,29.7,207,BUY
2024-01-01 18:45:39+00:00,1500.79,257,sell
2024-01-01 10:36:12+00:00,91.0,1595,sell
2024-01-01 02:59:23+00:00,49.44,518,sell
2024-01-01 16:50:15+01:00,93.64,378,Sell
2024-01-01 21:30:14+00:00,41.19,931,buy
2024-01-01 13:32:52+00:00,45.16,1797,BUY
2024-01-01 00:03:48+01:00,91,504,buy
2024-01-01 05:54:31+00:00,69.73,1823,sell
2024-01-01 14:06:24+00:00,43.5,1960,sell
2024-01-01 04:32:15+00:00,70.38,1346,buy
2024-01-01 11:18:22+00:00,43.71,342,Buy
2024-01-01 13:01:23+01:00,,1878,SELL
2024-01-01 07:30:30+00:00,76.23,1414,Buy
2024-01-01 00:03:52+01:00,23.57,979,buy
2024-01-01 05:49:49+01:00,77.64,82,BUY
2024-01-01 07:12:27+00:00,60.48,495,SELL
2024-01-01 21:52:22+00:00,51.66,1719,sell
2024-01-01 13:32:00+00:00,71.63,376,BUY
2024-01-01 08:49:24+00:00,88.1,513,Sell
2024-01-01 23:09:16+00:00,60.05,872,sell
2024-01-01 03:01:27+00:00,46.06,549,Buy
2024-01-01 19:17:33+00:00,79.4,17232,buy
2024-01-01 05:12:25+00:00,36.68,1066,Sell
2024-01-01 06:17:40+00:00,95.87,1091,SELL
2024-01-01 11:43:03+00:00,83.31,1895,buy
2024-01-01 07:13:28+00:00,44.33,1898,sell
2024-01-01 03:39:26+00:00,63.19,133,sell
2024-01-01 13:17:55+00:00,33.48,416,BUY
2024-01-01 11:33:49+00:00,64.37,1586,BUY
2024-01-01 16:06:07+00:00,31.11,1714,buy
2024-01-01 07:24:09+00:00,57.47,229,buy
2024-01-01 14:34:57+00:00,59.57,1407,Sell
2024-01-01 02:16:48+00:00,34.43,618,buy
2024-01-01 21:29:40+00:00,83.59,1371,BUY
2024-01-01 19:04:05+00:00,46.0,1489,Buy
2024-01-01 08:33:23+00:00,74.64,1025,Sell
2024-01-01 21:43:55+00:00,69.01,1850,BUY
2024-01-01 16:48:54+00:00,43.78,1207,SELL
2024-01-01 06:37:12+00:00,74.86,130,Sell
2024-01-01 17:04:12+00:00,68.86,868,Buy
2024-01-01 01:40:49+01:00,68.87,1949,buy
2024-01-01 06:44:54+00:00,77.47,194,buy
2024-01-01 20:38:45+00:00,38,1107,sell
2024-01-01 14:21:29+00:00,45.5,1169,BUY
2024-01-01 15:49:52+00:00,73.9,600,buy
2024-01-01 14:58:40+00:00,36.12,701,buy
2024-01-01 09:08:11+01:00,83.17,1697,Buy
2024-01-01 16:35:36+01:00,71.98,615,Sell
2024-01-01 01:21:46+00:00,71.82,1745,sell
2024-01-01 05:08:32+00:00,47.11,1024,Buy
2024-01-01 10:03:24+01:00,4030.98,1884,BUY
2024-01-01 09:04:27+00:00,22.5,229,SELL
2024-01-01 06:24:40+00:00,96.64,1134,buy
2024-01-01 11:42:09+01:00,44.97,186,Sell
2024-01-01 20:44:01+01:00,43.38,1242,BUY
2024-01-01 19:36:37+00:00,56.14,1899,buy
2024-01-01 20:27:13+00:00,82.14,121,Buy
2024-01-01 16:55:05+00:00,3748.38,596,BUY
2024-01-01 08:36:21+00:00,58.23,426,BUY
2024-01-01 05:58:11+00:00,42.36,446,BUY
2024-01-01 04:22:31+00:00,NaN,1831,buy
2024-01-01 19:16:42+00:00,83.93,1715,Buy
2024-01-01 20:53:30+00:00,30.98,1087,Buy
2024-01-01 17:39:03+00:00,24.35,1399,Sell
2024-01-01 23:58:45+00:00,70.73,729,SELL
2024-01-01 21:55:32+00:00,,319,SELL
2024-01-01 01:58:41+01:00,77.69,1512,sell
2024-01-01 05:59:55+00:00,79.22,1051,BUY
2024-01-01 02:43:08+00:00,57.43,1093,Buy
2024-01-01 03:56:12+01:00,47.58,1688,Sell
2024-01-01 01:48:29+00:00,31.88,1022,Sell
2024-01-01 18:37:59+01:00,76.74,1057,buy
2024-01-01 12:03:59+00:00,81.54,1922,Buy
2024-01-01 10:30:16+01:00,99.36,1354,SELL
2024-01-01 13:09:58+01:00,70.35,1537,Buy
2024-01-01 14:34:41+00:00,94.69,1015,sell
2024-01-01 22:28:31+01:00,73.52,1524,sell
2024-01-01 15:01:16+00:00,39.8,106,Buy
2024-01-01 15:48:34+00:00,44.52,818,BUY
2024-01-01 10:56:57+00:00,76.13,909,SELL
2024-01-01 17:17:27+00:00,97.17,1024,SELL
2024-01-01 22:13:37+01:00,97.74,1447,sell
2024-01-01 07:13:30+01:00,37.15,567,Buy
2024-01-01 00:32:47+01:00,77.43,225,buy
2024-01-01 09:59:57+00:00,27.5,245,Sell
2024-01-01 16:02:17+00:00,69.01,364,sell
2024-01-01 14:04:35+00:00,27.51,1520,SELL
2024-01-01 16:28:49+00:00,57.23,587,Buy
2024-01-01 17:06:18+00:00,91.53,732,Sell
2024-01-01 19:26:24+00:00,41.69,969,Buy
2024-01-01 23:42:37+00:00,39.13,1514,buy
2024-01-01 09:53:25+00:00,59.15,1147,Sell
2024-01-01 07:40:20+01:00,56.61,1354,sell
2024-01-01 22:41:35+01:00,92.4,1414,SELL
2024-01-01 21:45:05+00:00,92.0,282,Buy
2024-01-01 20:11:09+00:00,49.3,153,sell
2024-01-01 14:49:30+00:00,93.94,728,SELL
2024-01-01 13:26:37+00:00,69.39,848,sell
2024-01-01 01:02:45+00:00,67.08,1454,sell
2024-01-01 03:06:42+00:00,37.68,1026,sell
2024-01-01 18:44:00+01:00,64.53,1764,Buy
2024-01-01 18:45:12+00:00,57.44,1065,Buy
2024-01-01 14:02:03+00:00,59.42,76,Buy
2024-01-01 07:22:36+00:00,84.26,1652,sell
2024-01-01 08:28:23+00:00,95.02,964,Buy
2024-01-01 16:42:37+00:00,69.55,448,sell
2024-01-01 04:43:44+00:00,65.13,1797,SELL
2024-01-01 11:27:08+00:00,26.69,1125,Buy
2024-01-01 10:33:24+00:00,29.51,1500,Buy
2024-01-01 23:10:51+00:00,36.54,1493,SELL
2024-01-01 23:54:23+01:00,96.98,205,sell
2024-01-01 15:23:16+00:00,55.22,1875,Buy
2024-01-01 20:22:33+00:00,99.47,902,Sell
2024-01-01 18:45:30+01:00,65.8,1788,BUY
2024-01-01 12:59:34+01:00,37.39,929,Sell
2024-01-01 18:53:07+01:00,21.99,1116,SELL
2024-01-01 21:39:36+00:00,64.04,1690,buy
2024-01-01 21:31:17+00:00,41.1,607,Buy
2024-01-01 03:45:06+00:00,39.42,1799,sell
2024-01-01 19:15:42+00:00,73.23,406,Sell
2024-01-01 22:57:22+00:00,98.87,112,buy
2024-01-01 19:32:53+00:00,58.92,1047,Buy
2024-01-01 20:43:51+00:00,68.86,1981,SELL
2024-01-01 01:45:25+00:00,57.02,537,BUY
2024-01-01 15:47:11+00:00,39.58,1020,BUY
2024-01-01 01:58:33+00:00,70.7,1002,SELL
2024-01-01 02:42:52+00:00,34.31,395,SELL
2024-01-01 03:37:58+00:00,42.53,225,Buy
2024-01-01 12:10:21+00:00,25.67,1616,sell
2024-01-01 06:03:11+00:00,60.16,1746,BUY
2024-01-01 00:18:15+00:00,78.9,27761,Buy
2024-01-01 05:13:03+01:00,87.95,1239,sell
2024-01-01 01:48:11+00:00,38.26,739,BUY
2024-01-01 16:44:46+00:00,72.84,1320,sell
2024-01-01 12:06:18+00:00,37.5,670,buy
2024-01-01 10:53:49+01:00,39.99,1267,BUY
2024-01-01 22:29:09+01:00,36.78,1763,SELL
2024-01-01 03:27:41+00:00,24.95,1513,Buy
2024-01-01 06:33:41+01:00,89.41,1482,Buy
2024-01-01 15:38:46+00:00,93.0,1500,BUY
2024-01-01 06:33:39+00:00,76.92,1540,BUY
2024-01-01 19:44:28+01:00,50.81,1360,buy
2024-01-01 08:03:18+00:00,69.9,1098,SELL
2024-01-01 22:34:07+00:00,87.58,813,Sell
2024-01-01 03:40:56+00:00,20.22,1297,Sell
2024-01-01 13:18:54+01:00,83.63,1805,BUY
2024-01-01 14:22:43+01:00,84.54,1188,Buy
2024-01-01 20:02:38+01:00,72.81,1148,Buy
2024-01-01 07:23:52+00:00,53.66,1008,Sell
2024-01-01 15:53:13+00:00,33.02,1434,sell
2024-01-01 14:25:51+00:00,38.14,422,buy
2024-01-01 01:26:15+00:00,60.11,1524,Sell
2024-01-01 21:14:56+00:00,74.23,1428,Sell
2024-01-01 23:34:03+00:00,96.47,101,SELL
2024-01-01 04:48:57+00:00,23.01,414,Sell
2024-01-01 14:04:46+00:00,68.82,124,BUY
2024-01-01 06:31:48+00:00,74.62,1103,Buy
2024-01-01 21:31:11+00:00,64.6,1838,BUY
2024-01-01 20:27:33+00:00,84.93,1611,SELL
2024-01-01 03:26:21+00:00,88.58,1926,BUY
2024-01-01 07:22:17+00:00,68.22,503,Sell
2024-01-01 09:47:43+00:00,62.28,1718,BUY
2024-01-01 11:20:04+00:00,86.79,975,SELL
2024-01-01 10:41:03+00:00,85.47,271,BUY
2024-01-01 03:20:29+00:00,85.8,,BUY
2024-01-01 20:44:50+00:00,45.32,171,buy
2024-01-01 19:48:29+00:00,63.69,1797,buy
2024-01-01 04:37:57+01:00,68.73,773,sell
2024-01-01 00:16:02+00:00,85.87,891,BUY
2024-01-01 14:57:54+00:00,NaN,698,BUY
2024-01-01 10:51:04+00:00,39.06,1940,Buy
2024-01-01 04:08:55+00:00,69.87,1657,buy
2024-01-01 18:28:45+00:00,23.82,137,BUY
2024-01-01 10:07:01+00:00,84.61,127,SELL
2024-01-01 01:14:06+00:00,87.0,1405,Buy
2024-01-01 23:04:25+00:00,49.1,1563,sell
2024-01-01 22:58:11+00:00,60.57,389,Sell
2024-01-01 17:01:34+00:00,86.3,348,Buy
2024-01-01 09:31:38+00:00,35.6,558,Sell
2024-01-01 02:28:42+00:00,64.48,193,SELL
2024-01-01 04:22:43+00:00,56.89,146,BUY
2024-01-01 08:30:49+00:00,52.93,1937,buy
2024-01-01 16:06:29+00:00,21.7,1867,Buy
2024-01-01 07:59:17+00:00,40.67,204,buy
2024-01-01 03:42:58+00:00,95.15,35972,Sell
2024-01-01 12:58:25+01:00,40.14,1069,Sell
2024-01-01 01:49:55+01:00,73.25,36338,BUY
2024-01-01 21:53:44+00:00,49.67,1668,buy
2024-01-01 19:46:53+00:00,94.85,1613,Buy
2024-01-01 06:38:49+00:00,78.69,1389,Sell
2024-01-01 18:13:38+00:00,90.01,572,SELL
2024-01-01 03:38:44+00:00,72.0,1011,Sell
2024-01-01 17:24:42+01:00,69.47,481,buy
2024-01-01 22:00:50+00:00,48.99,355,SELL
2024-01-01 22:20:57+00:00,84.5,219,SELL
2024-01-01 16:40:26+00:00,70.07,432,sell
2024-01-01 09:37:07+00:00,20.95,1365,BUY
2024-01-01 15:29:08+01:00,58.97,1562,buy
2024-01-01 06:19:01+00:00,46.82,957,Buy
2024-01-01 17:43:44+00:00,68.92,1843,Buy
2024-01-01 00:46:03+00:00,63.08,1278,Buy
2024-01-01 14:07:24+01:00,92.48,1751,SELL
2024-01-01 14:57:49+00:00,35.56,518,Buy
2024-01-01 21:15:32+00:00,42.59,387,sell
2024-01-01 07:05:22+00:00,84.29,987,Sell
2024-01-01 06:04:55+00:00,43.1,1150,Buy
2024-01-01 19:51:00+00:00,61.13,1293,BUY
2024-01-01 23:17:27+00:00,33.63,371,Buy
2024-01-01 01:46:33+00:00,83.72,442,buy
2024-01-01 22:36:05+01:00,54.5,1121,sell
2024-01-01 20:30:04+00:00,63.66,1506,Buy
2024-01-01 14:16:24+00:00,60.42,1929,Sell
2024-01-01 11:33:14+00:00,69.01,894,buy
2024-01-01 20:47:49+00:00,49.98,1750,BUY
2024-01-01 09:48:43+00:00,89.61,388,SELL
2024-01-01 06:38:41+01:00,41.53,1873,buy
2024-01-01 21:06:27+00:00,26.69,494,Sell
2024-01-01 16:28:07+00:00,99.58,730,SELL
2024-01-01 05:26:38+00:00,44.56,988,Sell
2024-01-01 00:02:22+01:00,27.25,1125,SELL
2024-01-01 08:48:54+01:00,98.69,786,buy
2024-01-01 17:55:31+00:00,21.97,183,Sell
2024-01-01 14:18:29+00:00,80.17,741,Buy
2024-01-01 16:24:37+00:00,78.99,1498,sell
2024-01-01 05:21:54+01:00,99.79,441,Sell
2024-01-01 01:41:33+00:00,33.22,742,BUY
2024-01-01 13:47:38+00:00,84.08,1841,Buy
2024-01-01 03:54:29+00:00,45.43,369,buy
2024-01-01 13:32:15+00:00,27.51,87,Buy
2024-01-01 05:13:13+00:00,24.09,759,SELL
